iter,loss
447,0.027818
448,0.027777
449,0.027735
450,0.027693
451,0.027652
452,0.027611
453,0.027569
454,0.027528
455,0.027488
456,0.027447
457,0.027407
458,0.027366
459,0.027326
460,0.027286
461,0.027246
462,0.027206
463,0.027167
464,0.027128
465,0.027088
466,0.027049
467,0.027010
468,0.026971
469,0.026933
470,0.026894
471,0.026856
472,0.026818
473,0.026779
474,0.026741
475,0.026704
476,0.026666
477,0.026628
478,0.026591
479,0.026554
480,0.026517
481,0.026480
482,0.026443
483,0.026406
484,0.026370
485,0.026333
486,0.026297
487,0.026261
488,0.026225
489,0.026189
490,0.026153
491,0.026117
492,0.026082
493,0.026046
494,0.026011
495,0.025976
496,0.025941
497,0.025906
498,0.025871
499,0.025837
500,0.025802
501,0.025768
502,0.025734
503,0.025700
504,0.025666
505,0.025632
506,0.025598
507,0.025564
508,0.025531
509,0.025497
510,0.025464
511,0.025431
512,0.025398
513,0.025365
514,0.025332
515,0.025300
516,0.025267
517,0.025235
518,0.025202
519,0.025170
520,0.025138
521,0.025106
522,0.025074
523,0.025042
524,0.025011
525,0.024979
526,0.024948
527,0.024916
528,0.024885
529,0.024854
530,0.024823
531,0.024792
532,0.024761
533,0.024730
534,0.024700
535,0.024669
536,0.024639
537,0.024609
538,0.024579
539,0.024549
540,0.024519
541,0.024489
542,0.024459
543,0.024429
544,0.024400
545,0.024370
546,0.024341
547,0.024312
548,0.024283
549,0.024254
550,0.024225
551,0.024196
552,0.024167
553,0.024138
554,0.024110
555,0.024081
556,0.024053
557,0.024025
558,0.023997
559,0.023968
560,0.023940
561,0.023913
562,0.023885
563,0.023857
564,0.023829
565,0.023802
566,0.023774
567,0.023747
568,0.023720
569,0.023693
570,0.023666
571,0.023639
572,0.023612
573,0.023585
574,0.023558
575,0.023532
576,0.023505
577,0.023479
578,0.023452
579,0.023426
580,0.023400
581,0.023374
582,0.023348
583,0.023322
584,0.023296
585,0.023270
586,0.023245
587,0.023219
588,0.023193
589,0.023168
590,0.023143
591,0.023117
592,0.023092
593,0.023067
594,0.023042
595,0.023017
596,0.022992
597,0.022967
598,0.022943
599,0.022918
600,0.022894
601,0.022869
602,0.022845
603,0.022820
604,0.022796
605,0.022772
606,0.022748
607,0.022724
608,0.022700
609,0.022676
610,0.022652
611,0.022629
612,0.022605
613,0.022582
614,0.022558
615,0.022535
616,0.022511
617,0.022488
618,0.022465
619,0.022442
620,0.022419
621,0.022396
622,0.022373
623,0.022350
624,0.022327
625,0.022305
626,0.022282
627,0.022260
628,0.022237
629,0.022215
630,0.022192
631,0.022170
632,0.022148
633,0.022126
634,0.022104
635,0.022082
636,0.022060
637,0.022038
638,0.022016
639,0.021994
640,0.021973
641,0.021951
642,0.021930
643,0.021908
644,0.021887
645,0.021866
646,0.021844
647,0.021823
648,0.021802
649,0.021781
650,0.021760
651,0.021739
652,0.021718
653,0.021697
654,0.021676
655,0.021656
656,0.021635
657,0.021615
658,0.021594
659,0.021574
660,0.021553
661,0.021533
662,0.021513
663,0.021493
664,0.021472
665,0.021452
666,0.021432
667,0.021412
668,0.021392
669,0.021373
670,0.021353
671,0.021333
672,0.021313
673,0.021294
674,0.021274
675,0.021255
676,0.021235
677,0.021216
678,0.021197
679,0.021177
680,0.021158
681,0.021139
682,0.021120
683,0.021101
684,0.021082
685,0.021063
686,0.021044
687,0.021025
688,0.021007
689,0.020988
690,0.020969
691,0.020951
692,0.020932
693,0.020914
694,0.020895
695,0.020877
696,0.020859
697,0.020840
698,0.020822
699,0.020804
700,0.020786
701,0.020768
702,0.020750
703,0.020732
704,0.020714
705,0.020696
706,0.020678
707,0.020660
708,0.020643
709,0.020625
710,0.020607
711,0.020590
712,0.020572
713,0.020555
714,0.020538
715,0.020520
716,0.020503
717,0.020486
718,0.020468
719,0.020451
720,0.020434
721,0.020417
722,0.020400
723,0.020383
724,0.020366
725,0.020349
726,0.020332
727,0.020316
728,0.020299
729,0.020282
730,0.020266
731,0.020249
732,0.020233
733,0.020216
734,0.020200
735,0.020183
736,0.020167
737,0.020151
738,0.020134
739,0.020118
740,0.020102
741,0.020086
742,0.020070
743,0.020054
744,0.020038
745,0.020022
746,0.020006
747,0.019990
748,0.019974
749,0.019958
750,0.019942
751,0.019927
752,0.019911
753,0.019896
754,0.019880
755,0.019864
756,0.019849
757,0.019833
758,0.019818
759,0.019803
760,0.019787
761,0.019772
762,0.019757
763,0.019742
764,0.019727
765,0.019711
766,0.019696
767,0.019681
768,0.019666
769,0.019651
770,0.019637
771,0.019622
772,0.019607
773,0.019592
774,0.019577
775,0.019563
776,0.019548
777,0.019533
778,0.019519
779,0.019504
780,0.019490
781,0.019475
782,0.019461
783,0.019446
784,0.019432
785,0.019418
786,0.019403
787,0.019389
788,0.019375
789,0.019361
790,0.019347
791,0.019333
792,0.019318
793,0.019304
794,0.019290
795,0.019277
796,0.019263
797,0.019249
798,0.019235
799,0.019221
800,0.019207
801,0.019194
802,0.019180
803,0.019166
804,0.019153
805,0.019139
806,0.019126
807,0.019112
808,0.019099
809,0.019085
810,0.019072
811,0.019058
812,0.019045
813,0.019032
814,0.019018
815,0.019005
816,0.018992
817,0.018979
818,0.018966
819,0.018953
820,0.018939
821,0.018926
822,0.018913
823,0.018900
824,0.018888
825,0.018875
826,0.018862
827,0.018849
828,0.018836
829,0.018823
830,0.018811
831,0.018798
832,0.018785
833,0.018773
834,0.018760
835,0.018747
836,0.018735
837,0.018722
838,0.018710
839,0.018697
840,0.018685
841,0.018673
842,0.018660
843,0.018648
844,0.018636
845,0.018623
846,0.018611
847,0.018599
848,0.018587
849,0.018575
850,0.018563
851,0.018550
852,0.018538
853,0.018526
854,0.018514
855,0.018502
856,0.018491
857,0.018479
858,0.018467
859,0.018455
860,0.018443
861,0.018431
862,0.018420
863,0.018408
864,0.018396
865,0.018385
866,0.018373
867,0.018361
868,0.018350
869,0.018338
870,0.018327
871,0.018315
872,0.018304
873,0.018292
874,0.018281
875,0.018269
876,0.018258
877,0.018247
878,0.018236
879,0.018224
880,0.018213
881,0.018202
882,0.018191
883,0.018179
884,0.018168
885,0.018157
886,0.018146
887,0.018135
888,0.018124
889,0.018113
890,0.018102
891,0.018091
892,0.018080
893,0.018069
894,0.018059
895,0.018048
896,0.018037
897,0.018026
898,0.018015
899,0.018005
900,0.017994
901,0.017983
902,0.017973
903,0.017962
904,0.017951
905,0.017941
906,0.017930
907,0.017920
908,0.017909
909,0.017899
910,0.017888
911,0.017878
912,0.017867
913,0.017857
914,0.017847
915,0.017836
916,0.017826
917,0.017816
918,0.017806
919,0.017795
920,0.017785
921,0.017775
922,0.017765
923,0.017755
924,0.017744
925,0.017734
926,0.017724
927,0.017714
928,0.017704
929,0.017694
930,0.017684
931,0.017674
932,0.017664
933,0.017655
934,0.017645
935,0.017635
936,0.017625
937,0.017615
938,0.017605
939,0.017596
940,0.017586
941,0.017576
942,0.017567
943,0.017557
944,0.017547
945,0.017538
946,0.017528
947,0.017518
948,0.017509
949,0.017499
950,0.017490
951,0.017480
952,0.017471
953,0.017461
954,0.017452
955,0.017443
956,0.017433
957,0.017424
958,0.017414
959,0.017405
960,0.017396
961,0.017387
962,0.017377
963,0.017368
964,0.017359
965,0.017350
966,0.017341
967,0.017331
968,0.017322
969,0.017313
970,0.017304
971,0.017295
972,0.017286
973,0.017277
974,0.017268
975,0.017259
976,0.017250
977,0.017241
978,0.017232
979,0.017223
980,0.017214
981,0.017205
982,0.017197
983,0.017188
984,0.017179
985,0.017170
986,0.017161
987,0.017153
988,0.017144
989,0.017135
990,0.017127
991,0.017118
992,0.017109
993,0.017101
994,0.017092
995,0.017084
996,0.017075
997,0.017066
998,0.017058
999,0.017049
1000,0.017041
1001,0.017032
1002,0.017024
1003,0.017016
1004,0.017007
1005,0.016999
1006,0.016990
1007,0.016982
1008,0.016974
1009,0.016965
1010,0.016957
1011,0.016949
1012,0.016940
1013,0.016932
1014,0.016924
1015,0.016916
1016,0.016908
1017,0.016899
1018,0.016891
1019,0.016883
1020,0.016875
1021,0.016867
1022,0.016859
1023,0.016851
1024,0.016843
1025,0.016835
1026,0.016827
1027,0.016819
1028,0.016811
1029,0.016803
1030,0.016795
1031,0.016787
1032,0.016779
1033,0.016771
1034,0.016763
1035,0.016755
1036,0.016747
1037,0.016740
1038,0.016732
1039,0.016724
1040,0.016716
1041,0.016708
1042,0.016701
1043,0.016693
1044,0.016685
1045,0.016678
1046,0.016670
1047,0.016662
1048,0.016655
1049,0.016647
1050,0.016639
1051,0.016632
1052,0.016624
1053,0.016617
1054,0.016609
1055,0.016602
1056,0.016594
1057,0.016587
1058,0.016579
1059,0.016572
1060,0.016564
1061,0.016557
1062,0.016549
1063,0.016542
1064,0.016535
1065,0.016527
1066,0.016520
1067,0.016513
1068,0.016505
1069,0.016498
1070,0.016491
1071,0.016483
1072,0.016476
1073,0.016469
1074,0.016462
1075,0.016454
1076,0.016447
1077,0.016440
1078,0.016433
1079,0.016426
1080,0.016419
1081,0.016411
1082,0.016404
1083,0.016397
1084,0.016390
1085,0.016383
1086,0.016376
1087,0.016369
1088,0.016362
1089,0.016355
1090,0.016348
1091,0.016341
1092,0.016334
1093,0.016327
1094,0.016320
1095,0.016313
1096,0.016306
1097,0.016300
1098,0.016293
1099,0.016286
1100,0.016279
1101,0.016272
1102,0.016265
1103,0.016259
1104,0.016252
1105,0.016245
1106,0.016238
1107,0.016231
1108,0.016225
1109,0.016218
1110,0.016211
1111,0.016205
1112,0.016198
1113,0.016191
1114,0.016185
1115,0.016178
1116,0.016171
1117,0.016165
1118,0.016158
1119,0.016152
1120,0.016145
1121,0.016139
1122,0.016132
1123,0.016125
1124,0.016119
1125,0.016112
1126,0.016106
1127,0.016100
1128,0.016093
1129,0.016087
1130,0.016080
1131,0.016074
1132,0.016067
1133,0.016061
1134,0.016055
1135,0.016048
1136,0.016042
1137,0.016036
1138,0.016029
1139,0.016023
1140,0.016017
1141,0.016010
1142,0.016004
1143,0.015998
1144,0.015992
1145,0.015985
1146,0.015979
1147,0.015973
1148,0.015967
1149,0.015960
1150,0.015954
1151,0.015948
1152,0.015942
1153,0.015936
1154,0.015930
1155,0.015924
1156,0.015917
1157,0.015911
1158,0.015905
1159,0.015899
1160,0.015893
1161,0.015887
1162,0.015881
1163,0.015875
1164,0.015869
1165,0.015863
1166,0.015857
1167,0.015851
1168,0.015845
1169,0.015839
1170,0.015833
1171,0.015827
1172,0.015822
1173,0.015816
1174,0.015810
1175,0.015804
1176,0.015798
1177,0.015792
1178,0.015786
1179,0.015781
1180,0.015775
1181,0.015769
1182,0.015763
1183,0.015757
1184,0.015752
1185,0.015746
1186,0.015740
1187,0.015734
1188,0.015729
1189,0.015723
1190,0.015717
1191,0.015711
1192,0.015706
1193,0.015700
1194,0.015694
1195,0.015689
1196,0.015683
1197,0.015678
1198,0.015672
1199,0.015666
1200,0.015661
1201,0.015655
1202,0.015650
1203,0.015644
1204,0.015639
1205,0.015633
1206,0.015627
1207,0.015622
1208,0.015616
1209,0.015611
1210,0.015605
1211,0.015600
1212,0.015595
1213,0.015589
1214,0.015584
1215,0.015578
1216,0.015573
1217,0.015567
1218,0.015562
1219,0.015557
1220,0.015551
1221,0.015546
1222,0.015541
1223,0.015535
1224,0.015530
1225,0.015525
1226,0.015519
1227,0.015514
1228,0.015509
1229,0.015503
1230,0.015498
1231,0.015493
1232,0.015488
1233,0.015482
1234,0.015477
1235,0.015472
1236,0.015467
1237,0.015461
1238,0.015456
1239,0.015451
1240,0.015446
1241,0.015441
1242,0.015436
1243,0.015430
1244,0.015425
1245,0.015420
1246,0.015415
1247,0.015410
1248,0.015405
1249,0.015400
1250,0.015395
1251,0.015390
1252,0.015385
1253,0.015380
1254,0.015374
1255,0.015369
1256,0.015364
1257,0.015359
1258,0.015354
1259,0.015349
1260,0.015344
1261,0.015339
1262,0.015335
1263,0.015330
1264,0.015325
1265,0.015320
1266,0.015315
1267,0.015310
1268,0.015305
1269,0.015300
1270,0.015295
1271,0.015290
1272,0.015285
1273,0.015281
1274,0.015276
1275,0.015271
1276,0.015266
1277,0.015261
1278,0.015256
1279,0.015252
1280,0.015247
1281,0.015242
1282,0.015237
1283,0.015232
1284,0.015228
1285,0.015223
1286,0.015218
1287,0.015213
1288,0.015209
1289,0.015204
1290,0.015199
1291,0.015195
1292,0.015190
1293,0.015185
1294,0.015181
1295,0.015176
1296,0.015171
1297,0.015167
1298,0.015162
1299,0.015157
1300,0.015153
1301,0.015148
1302,0.015144
1303,0.015139
1304,0.015134
1305,0.015130
1306,0.015125
1307,0.015121
1308,0.015116
1309,0.015112
1310,0.015107
1311,0.015102
1312,0.015098
1313,0.015093
1314,0.015089
1315,0.015084
1316,0.015080
1317,0.015075
1318,0.015071
1319,0.015067
1320,0.015062
1321,0.015058
1322,0.015053
1323,0.015049
1324,0.015044
1325,0.015040
1326,0.015036
1327,0.015031
1328,0.015027
1329,0.015022
1330,0.015018
1331,0.015014
1332,0.015009
1333,0.015005
1334,0.015001
1335,0.014996
1336,0.014992
1337,0.014988
1338,0.014983
1339,0.014979
1340,0.014975
1341,0.014970
1342,0.014966
1343,0.014962
1344,0.014958
1345,0.014953
1346,0.014949
1347,0.014945
1348,0.014941
1349,0.014936
1350,0.014932
1351,0.014928
1352,0.014924
1353,0.014920
1354,0.014915
1355,0.014911
1356,0.014907
1357,0.014903
1358,0.014899
1359,0.014895
1360,0.014890
1361,0.014886
1362,0.014882
1363,0.014878
1364,0.014874
1365,0.014870
1366,0.014866
1367,0.014862
1368,0.014858
1369,0.014853
1370,0.014849
1371,0.014845
1372,0.014841
1373,0.014837
1374,0.014833
1375,0.014829
1376,0.014825
1377,0.014821
1378,0.014817
1379,0.014813
1380,0.014809
1381,0.014805
1382,0.014801
1383,0.014797
1384,0.014793
1385,0.014789
1386,0.014785
1387,0.014781
1388,0.014777
1389,0.014773
1390,0.014770
1391,0.014766
1392,0.014762
1393,0.014758
1394,0.014754
1395,0.014750
1396,0.014746
1397,0.014742
1398,0.014738
1399,0.014735
1400,0.014731
1401,0.014727
1402,0.014723
1403,0.014719
1404,0.014715
1405,0.014711
1406,0.014708
1407,0.014704
1408,0.014700
1409,0.014696
1410,0.014692
1411,0.014689
1412,0.014685
1413,0.014681
1414,0.014677
1415,0.014674
1416,0.014670
1417,0.014666
1418,0.014662
1419,0.014659
1420,0.014655
1421,0.014651
1422,0.014647
1423,0.014644
1424,0.014640
1425,0.014636
1426,0.014633
1427,0.014629
1428,0.014625
1429,0.014622
1430,0.014618
1431,0.014614
1432,0.014611
1433,0.014607
1434,0.014603
1435,0.014600
1436,0.014596
1437,0.014593
1438,0.014589
1439,0.014585
1440,0.014582
1441,0.014578
1442,0.014575
1443,0.014571
1444,0.014567
1445,0.014564
1446,0.014560
1447,0.014557
1448,0.014553
1449,0.014550
1450,0.014546
1451,0.014543
1452,0.014539
1453,0.014535
1454,0.014532
1455,0.014528
1456,0.014525
1457,0.014521
1458,0.014518
1459,0.014514
1460,0.014511
1461,0.014508
1462,0.014504
1463,0.014501
1464,0.014497
1465,0.014494
1466,0.014490
1467,0.014487
1468,0.014483
1469,0.014480
1470,0.014477
1471,0.014473
1472,0.014470
1473,0.014466
1474,0.014463
1475,0.014460
1476,0.014456
1477,0.014453
1478,0.014449
1479,0.014446
1480,0.014443
1481,0.014439
1482,0.014436
1483,0.014433
1484,0.014429
1485,0.014426
1486,0.014423
1487,0.014419
1488,0.014416
1489,0.014413
1490,0.014409
1491,0.014406
1492,0.014403
1493,0.014399
1494,0.014396
1495,0.014393
1496,0.014390
1497,0.014386
1498,0.014383
1499,0.014380
1500,0.014377
1501,0.014373
1502,0.014370
1503,0.014367
1504,0.014364
1505,0.014360
1506,0.014357
1507,0.014354
1508,0.014351
1509,0.014348
1510,0.014344
1511,0.014341
1512,0.014338
1513,0.014335
1514,0.014332
1515,0.014328
1516,0.014325
1517,0.014322
1518,0.014319
1519,0.014316
1520,0.014313
1521,0.014310
1522,0.014306
1523,0.014303
1524,0.014300
1525,0.014297
1526,0.014294
1527,0.014291
1528,0.014288
1529,0.014285
1530,0.014282
1531,0.014278
1532,0.014275
1533,0.014272
1534,0.014269
1535,0.014266
1536,0.014263
1537,0.014260
1538,0.014257
1539,0.014254
1540,0.014251
1541,0.014248
1542,0.014245
1543,0.014242
1544,0.014239
1545,0.014236
1546,0.014233
1547,0.014230
1548,0.014227
1549,0.014224
1550,0.014221
1551,0.014218
1552,0.014215
1553,0.014212
1554,0.014209
1555,0.014206
1556,0.014203
1557,0.014200
1558,0.014197
1559,0.014194
1560,0.014191
1561,0.014188
1562,0.014185
1563,0.014182
1564,0.014179
1565,0.014176
1566,0.014173
1567,0.014171
1568,0.014168
1569,0.014165
1570,0.014162
1571,0.014159
1572,0.014156
1573,0.014153
1574,0.014150
1575,0.014147
1576,0.014145
1577,0.014142
1578,0.014139
1579,0.014136
1580,0.014133
1581,0.014130
1582,0.014127
1583,0.014125
1584,0.014122
1585,0.014119
1586,0.014116
1587,0.014113
1588,0.014111
1589,0.014108
1590,0.014105
1591,0.014102
1592,0.014099
1593,0.014096
1594,0.014094
1595,0.014091
1596,0.014088
1597,0.014085
1598,0.014083
1599,0.014080
1600,0.014077
1601,0.014074
1602,0.014072
1603,0.014069
1604,0.014066
1605,0.014063
1606,0.014061
1607,0.014058
1608,0.014055
1609,0.014052
1610,0.014050
1611,0.014047
1612,0.014044
1613,0.014042
1614,0.014039
1615,0.014036
1616,0.014033
1617,0.014031
1618,0.014028
1619,0.014025
1620,0.014023
1621,0.014020
1622,0.014017
1623,0.014015
1624,0.014012
1625,0.014009
1626,0.014007
1627,0.014004
1628,0.014002
1629,0.013999
1630,0.013996
1631,0.013994
1632,0.013991
1633,0.013988
1634,0.013986
1635,0.013983
1636,0.013981
1637,0.013978
1638,0.013975
1639,0.013973
1640,0.013970
1641,0.013968
1642,0.013965
1643,0.013962
1644,0.013960
1645,0.013957
1646,0.013955
1647,0.013952
1648,0.013950
1649,0.013947
1650,0.013944
1651,0.013942
1652,0.013939
1653,0.013937
1654,0.013934
1655,0.013932
1656,0.013929
1657,0.013927
1658,0.013924
1659,0.013922
1660,0.013919
1661,0.013917
1662,0.013914
1663,0.013912
1664,0.013909
1665,0.013907
1666,0.013904
1667,0.013902
1668,0.013899
1669,0.013897
1670,0.013894
1671,0.013892
1672,0.013889
1673,0.013887
1674,0.013884
1675,0.013882
1676,0.013879
1677,0.013877
1678,0.013875
1679,0.013872
1680,0.013870
1681,0.013867
1682,0.013865
1683,0.013862
1684,0.013860
1685,0.013858
1686,0.013855
1687,0.013853
1688,0.013850
1689,0.013848
1690,0.013846
1691,0.013843
1692,0.013841
1693,0.013838
1694,0.013836
1695,0.013834
1696,0.013831
1697,0.013829
1698,0.013827
1699,0.013824
1700,0.013822
1701,0.013819
1702,0.013817
1703,0.013815
1704,0.013812
1705,0.013810
1706,0.013808
1707,0.013805
1708,0.013803
1709,0.013801
1710,0.013798
1711,0.013796
1712,0.013794
1713,0.013791
1714,0.013789
1715,0.013787
1716,0.013784
1717,0.013782
1718,0.013780
1719,0.013778
1720,0.013775
1721,0.013773
1722,0.013771
1723,0.013768
1724,0.013766
1725,0.013764
1726,0.013762
1727,0.013759
1728,0.013757
1729,0.013755
1730,0.013753
1731,0.013750
1732,0.013748
1733,0.013746
1734,0.013744
1735,0.013741
1736,0.013739
1737,0.013737
1738,0.013735
1739,0.013732
1740,0.013730
1741,0.013728
1742,0.013726
1743,0.013724
1744,0.013721
1745,0.013719
1746,0.013717
1747,0.013715
1748,0.013713
1749,0.013710
1750,0.013708
1751,0.013706
1752,0.013704
1753,0.013702
1754,0.013699
1755,0.013697
1756,0.013695
1757,0.013693
1758,0.013691
1759,0.013689
1760,0.013686
1761,0.013684
1762,0.013682
1763,0.013680
1764,0.013678
1765,0.013676
1766,0.013674
1767,0.013671
1768,0.013669
1769,0.013667
1770,0.013665
1771,0.013663
1772,0.013661
1773,0.013659
1774,0.013657
1775,0.013654
1776,0.013652
1777,0.013650
1778,0.013648
1779,0.013646
1780,0.013644
1781,0.013642
1782,0.013640
1783,0.013638
1784,0.013636
1785,0.013634
1786,0.013631
1787,0.013629
1788,0.013627
1789,0.013625
1790,0.013623
1791,0.013621
1792,0.013619
1793,0.013617
1794,0.013615
1795,0.013613
1796,0.013611
1797,0.013609
1798,0.013607
1799,0.013605
1800,0.013603
1801,0.013601
1802,0.013599
1803,0.013597
1804,0.013595
1805,0.013593
1806,0.013591
1807,0.013589
1808,0.013587
1809,0.013585
1810,0.013583
1811,0.013581
1812,0.013579
1813,0.013577
1814,0.013575
1815,0.013573
1816,0.013571
1817,0.013569
1818,0.013567
1819,0.013565
1820,0.013563
1821,0.013561
1822,0.013559
1823,0.013557
1824,0.013555
1825,0.013553
1826,0.013551
1827,0.013549
1828,0.013547
1829,0.013545
1830,0.013543
1831,0.013541
1832,0.013539
1833,0.013537
1834,0.013535
1835,0.013533
1836,0.013531
1837,0.013530
1838,0.013528
1839,0.013526
1840,0.013524
1841,0.013522
1842,0.013520
1843,0.013518
1844,0.013516
1845,0.013514
1846,0.013512
1847,0.013510
1848,0.013509
1849,0.013507
1850,0.013505
1851,0.013503
1852,0.013501
1853,0.013499
1854,0.013497
1855,0.013495
1856,0.013493
1857,0.013492
1858,0.013490
1859,0.013488
1860,0.013486
1861,0.013484
1862,0.013482
1863,0.013480
1864,0.013479
1865,0.013477
1866,0.013475
1867,0.013473
1868,0.013471
1869,0.013469
1870,0.013468
1871,0.013466
1872,0.013464
